id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12583957,Survivor Island Experience,32232632,Elsiemae,Belize,Belize Mainland,17.49803,-88.1932,Entire home/apt,302,1,0,,,2,365
12603115,Gold Standard.Large suite with private spa shower.,3726010,Diana,Belize,Belize Islands,17.91019,-87.97332,Entire home/apt,91,1,122,2/23/2021,2.08,7,342
12649985,Secret Hideaway on the Beach ~ Bushstick Bungalow,4588102,Taunya,Belize,Belize Mainland,17.19244,-88.30529,Entire home/apt,292,2,26,1/30/2021,0.48,3,318
12679958,"Amazing, brand-new, seaside luxury suite w/ WiFi, AC, shared pool & beach access",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.60006,-88.35635,Entire home/apt,246,2,18,1/6/2021,0.32,204,342
12681784,"Dog-friendly waterfront studio w/ WiFi, central AC, shared pool, bikes & kayaks!",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.60011,-88.35611,Entire home/apt,175,2,27,2/7/2021,0.48,204,362
12682961,"Lagoon-front studio retreat w/ water access, infinity pool, central AC & WiFi!",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.5994,-88.35621,Entire home/apt,175,2,37,3/17/2020,0.66,204,357
12701935,"Bright villa in beautiful Placencia w/ WiFi, partial AC & shared pool access!",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.51497,-88.36693,Entire home/apt,401,2,18,1/22/2020,0.32,204,347
12707816,"Great home w/ pool, WiFi & partial AC - steps to beach, short walk to village!",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.5159,-88.36619,Entire home/apt,236,2,9,1/27/2020,0.23,204,359
12725571,Private Beachfront Apartment on the Caribbean Sea,32483130,Casey,Stann Creek,Stann Creek Mainland,16.52084,-88.36857,Entire home/apt,401,3,33,3/21/2020,0.69,6,341
12726410,Private Beachfront Apartment on the Caribbean,32483130,Casey,Stann Creek,Stann Creek Mainland,16.52101,-88.36847,Entire home/apt,401,3,3,12/31/2019,0.05,6,357
12757532,"GOLD STANDARD, Hotel of the Year/HGTV, Adults Only",210934594,Pur,Stann Creek,Stann Creek Mainland,16.52155,-88.3682,Hotel room,549,1,12,1/2/2021,0.23,10,249
12761558,"Cottage on the Canal - 1 BDR/Suite with Q, Pool",39978262,Rita,Corozal,Corozal,18.37584,-88.39885,Entire home/apt,220,1,8,5/23/2019,0.19,2,365
12823760,Villa Cayo#3 Affordable Luxury-A/C-Internet-Movies,37610562,Virginia,Cayo,Cayo,17.14522,-89.04982,Entire home/apt,252,3,57,2/21/2020,1,4,344
12836866,Grand Chalet Ranch near Tourism; 90 acre; Hike. AC,64977269,David & Shanita,Cayo,Cayo,17.21351,-89.04617,Entire home/apt,260,1,19,12/30/2020,0.34,5,362
12868335,Gumbo Limbo - SEA-ESTA Studio apartment,28119422,Aria & Ben,Belize,Belize Islands,17.73728,-88.02724,Entire home/apt,179,1,103,3/18/2020,1.79,4,346
12954614,Chapito's 1. Gold Standard,911311,Hilda,Belize,Belize Islands,17.74066,-88.0258,Entire home/apt,79,1,36,2/17/2020,0.64,10,365
12974950,River Wildlife Sanctuary - Jungle At Your Doorstep,57115389,Richard,Cayo,Cayo,17.24092,-88.85562,Private room,157,2,53,3/7/2020,1.1,1,57
12980613,Coral Queen Suite-Perfect Beach Front Location 09,71120105,Mike,Belize,Belize Islands,17.9358,-87.95194,Entire home/apt,242,2,37,11/26/2019,0.65,6,293
12984190,Beach Front King Suite-full kitchen-LocAAAtion! 08,71120105,Mike,Belize,Belize Islands,17.93193,-87.95515,Entire home/apt,280,2,19,1/27/2020,0.34,6,273
13005742,Bocawina Rainforest Resort,71725573,Ricardo,Stann Creek,Stann Creek Mainland,16.93695,-88.39447,Private room,182,2,1,4/23/2018,0.03,1,244
13030512,Yocamatsu Caribbean B&B,71994445,Greg,Belize,Belize Islands,17.77777,-88.02541,Private room,300,1,10,2/8/2020,0.21,1,365
13061080,Cozy Wooden Casita in Suburban Belize City,72343951,Milagro,Belize,Belize Mainland,17.50819,-88.20207,Entire home/apt,171,3,1,1/4/2019,0.04,1,179
13064185,"Royale Manor House - Pool, Kitchen & Laundry",39978262,Rita,Corozal,Corozal,18.37466,-88.39937,Entire home/apt,260,1,16,1/22/2021,0.3,2,364
13077226,5 BEDROOM BEACH FRONT HOME WITH POOL,72483617,Gecko Vacation,Stann Creek,Stann Creek Mainland,16.52932,-88.36123,Entire home/apt,1753,6,9,2/12/2021,0.25,9,286
13107625,GOLD STANDARD CERT: Island Tide Villa: 1 Bed/Bath,27842054,Belize Tropical Dream,Belize,Belize Islands,17.9128,-87.96898,Entire home/apt,252,1,53,3/6/2020,0.95,6,358
13113008,5 BEDROOM BEACH FRONT HOME WITH POOL AND PIER,72483617,Gecko Vacation,Stann Creek,Stann Creek Mainland,16.62998,-88.34362,Entire home/apt,1773,6,1,10/6/2019,0.06,9,234
13127971,Casita Carinosa - Pool and Views,8801829,Amanda,Belize,Belize Islands,17.74154,-88.02421,Entire home/apt,394,2,43,1/11/2021,0.77,5,309
13189251,Hotel room in San Pedro,73808703,Peter,Belize,Belize Islands,17.91458,-87.96873,Private room,91,2,41,2/14/2020,0.73,3,364
13239531,Beach House feet away from the Caribbean Sea,70387245,Ceni,Belize,Belize Islands,17.91643,-87.96458,Entire home/apt,318,1,101,3/22/2020,1.75,2,365
13314067,"Garden Queen Suite 1 BR, 1BA, Full Kitchen  810",71120105,Mike,Belize,Belize Islands,17.93608,-87.95198,Private room,199,2,64,2/2/2021,1.16,6,309
13362099,"Indulge in  Luxury at Grand Carbie, Belize",27483276,Diane,Belize,Belize Islands,17.93359,-87.95482,Entire home/apt,663,1,1,9/27/2018,0.03,1,319
13410736,Julia's Cabanas - 2nd Floor Apartment #7,76373228,Marcy,Stann Creek,Stann Creek Mainland,16.51891,-88.36753,Hotel room,242,1,46,12/30/2019,0.86,6,255
13513591,"Colorful, relaxing island home w/ WiFi & partial AC, surrounded by greenery!",76414486,Vacasa Belize,Belize,Belize Islands,17.73631,-88.02984,Entire home/apt,266,2,42,11/14/2020,0.77,204,361
13522909,Yellow Head Room at Rock Farm Guest House,77690659,Nikki,Cayo,Cayo,17.24766,-88.80211,Hotel room,242,1,13,12/30/2017,0.23,5,129
13545565,Standard Ocean View Room #15- @parhamplaza,29921817,Maria,Belize,Belize Islands,17.91953,-87.96215,Hotel room,262,1,38,2/13/2020,0.67,14,0
13583537,Sanpopo - A Gold Standard  Approved Vacation Home,78413902,Peter,Cayo,Cayo,17.15588,-89.08297,Entire home/apt,93,1,219,2/23/2021,3.95,6,291
13635561,Capital Haven Guest House,79075770,Miguel,Cayo,Cayo,17.25988,-88.76927,Entire home/apt,193,1,37,2/24/2020,0.66,1,362
13652906,Secret Beach Blue Cabana @ Paradise on Caye,55546205,Aimee & Mike,Belize,Belize Islands,17.97378,-87.97056,Private room,302,1,15,2/10/2020,0.3,3,323
13656140,Deluxe Ocean View Room #14-@ParhamPlaza,29921817,Maria,Belize,Belize Islands,17.91953,-87.96214,Hotel room,282,1,25,2/4/2020,0.44,14,0
13666708,Casa Azriel,66104349,Jose Jaime,Belize,Belize Islands,17.92631,-87.95839,Entire home/apt,141,1,103,1/17/2021,1.96,2,361
13669675,Casa En La Playa. Villa 1.,9631757,Pista,Belize,Belize Islands,17.92137,-87.96109,Entire home/apt,452,1,38,3/19/2020,0.74,9,365
13673904,"Amanda's Place Too, Studio with Pool and Seaviews",8801829,Amanda,Belize,Belize Islands,17.74154,-88.02421,Entire home/apt,179,2,51,3/10/2020,1.15,5,354
13753542,Toucan Room at Rock Farm Guest House,77690659,Nikki,Cayo,Cayo,17.24694,-88.80217,Hotel room,242,1,9,2/15/2020,0.19,5,301
13779894,Hummingbird Room at Rock Farm Guest House,77690659,Nikki,Cayo,Cayo,17.24596,-88.80283,Hotel room,201,1,7,1/11/2018,0.13,5,130
13845035,Tradewinds Paradise Villas Poolside - 21A,61657131,Belize,Belize,Belize Islands,17.91963,-87.96005,Entire home/apt,413,2,13,1/13/2020,0.26,6,342
13900129,Standard Ocean View Room #16 @parhamplaza,29921817,Maria,Belize,Belize Islands,17.91949,-87.96214,Hotel room,181,1,16,4/8/2019,0.29,14,0
13953955,Living in the treetop with amazing views,22121955,Herbert,Stann Creek,Stann Creek Mainland,16.6104,-88.35533,Entire home/apt,219,3,33,1/30/2021,0.6,3,283
13971755,River's Edge Rental,83308308,Wendy,Stann Creek,Stann Creek Mainland,16.83748,-88.28292,Entire home/apt,171,30,0,,,1,89
14021340,2-BR / 1-BA Apt. @ Sundance Beach Suites,18896775,Diane,Belize,Belize Islands,17.74413,-88.0228,Entire home/apt,300,3,25,2/7/2020,0.47,5,364
14057722,Chapito's 2.central location 2 bdrm. Gold Standard,911311,Hilda,Belize,Belize Islands,17.74073,-88.02551,Entire home/apt,149,1,60,1/6/2021,1.08,10,363
14070045,Canuck Cottage - Studio Apartment,36212095,Amiela,Belize,Belize Islands,17.73978,-88.02662,Private room,171,2,11,4/4/2019,0.2,14,219
14092723,Downtown Penthouse with 360 Degree Balcony,84778095,Dave,Cayo,Cayo,17.24531,-88.77659,Entire home/apt,206,1,10,2/3/2021,0.22,7,362
14106721,Rainforest Retreat Mini Apartment,84937380,Marta,Cayo,Cayo,17.25052,-88.7616,Private room,76,1,4,10/13/2018,0.08,7,270
14109971,"Oceanfront studio w/ unbeatable village location, ocean view, partial AC & WiFi!",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.51643,-88.36616,Entire home/apt,208,2,23,3/17/2020,0.48,204,344
14119909,Large One-Bedroom Apartment with Two Double Beds!,84778095,Dave,Cayo,Cayo,17.24376,-88.77437,Entire home/apt,111,1,25,2/23/2021,0.47,7,89
14120278,Casa En La Playa. Villa 2,9631757,Pista,Belize,Belize Islands,17.92629,-87.95822,Entire home/apt,512,1,48,2/11/2020,0.92,9,358
14121095,Casa En La Playa  Luxury villa,9631757,Pista,Belize,Belize Islands,17.92616,-87.95821,Entire home/apt,1166,1,53,11/12/2020,1.08,9,364
14126308,Two-Bedroom Downtown Apartment,84778095,Dave,Cayo,Cayo,17.24459,-88.77665,Entire home/apt,149,1,9,9/19/2020,0.19,7,365
14126397,Two-Bedroom & Two-Bathroom Downtown Apartment,84778095,Dave,Cayo,Cayo,17.24372,-88.77471,Entire home/apt,155,1,5,8/15/2019,0.09,7,0
14205713,Nelly's Guest House,86166825,Priscilla,Cayo,Cayo,17.24096,-88.75294,Private room,202,1,0,,,1,365
14237777,"Comfortably Numb, Private 1 Bedroom Apartment",48844936,Cindy,Belize,Belize Islands,17.72804,-88.03717,Entire home/apt,302,3,84,3/22/2020,1.53,2,358
14334969,Modern 'one bedroom' walking distance to beach GB,87759528,Nooreen,Belize,Belize Islands,17.91377,-87.972,Private room,232,1,6,2/3/2019,0.12,17,364
14414438,Julia's Cabanas: Room #1,76373228,Marcy,Stann Creek,Stann Creek Mainland,16.51875,-88.36745,Hotel room,151,1,27,12/21/2019,0.55,6,316
14428809,"The Tree House, a Unique and Colorful Beach House",88796268,Lorna,Belize,Belize Islands,17.9706,-87.92904,Entire home/apt,550,5,16,2/29/2020,0.31,1,305
14482796,Weezie's Oceanfront Hotel Large Studio,6334784,Tom,Belize,Belize Islands,17.73553,-88.02711,Hotel room,300,1,2,1/17/2020,0.07,11,361
14484119,Luxury Waterfront Condo 2 bed/2 bath - Unit 402,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93454,-87.95304,Entire home/apt,725,3,17,3/16/2020,0.33,18,241
14486190,Gold Standard.TREEHOUSE close to everything!,3726010,Diana,Belize,Belize Islands,17.91108,-87.97548,Private room,81,1,143,12/26/2020,2.6,7,308
14489846,"Villa Imperial La Cabaña - Corozal, Belize",89409541,Oscar,Corozal,Corozal,18.39337,-88.3835,Entire home/apt,81,1,21,2/29/2020,0.43,3,0
14591424,La Vida Perazosa 1st floor 1 bedroom luxury condo,604999,Bobbi,Belize,Belize Islands,17.74522,-88.02509,Entire home/apt,484,2,18,3/13/2020,0.33,22,331
14651096,Hummingbird Rest A Tourism Gold Standard Cabaña,78413902,Peter,Cayo,Cayo,17.1578,-89.07746,Entire home/apt,92,1,202,1/6/2021,3.75,6,328
14655308,Belize Cultural Adventure GuestHouse -  Candy Room,91023643,Belize Cultural,Cayo,Cayo,17.23555,-88.8355,Private room,44,2,0,,,2,364
14671120,Belize Cultural Adventure Guesthouse - Rose Room,91023643,Belize Cultural,Cayo,Cayo,17.23471,-88.83529,Private room,44,2,0,,,2,364
14711605,SUNSET OVER THE LAGOON AND MAYAN MOUNTAINS!,72483617,Gecko Vacation,Stann Creek,Stann Creek Mainland,16.53055,-88.36137,Entire home/apt,1481,6,0,,,9,266
14730160,1 minute to the beach and 5 min to town!,91715770,Edmond,Belize,Belize Islands,17.92343,-87.96036,Entire home/apt,121,1,158,3/10/2020,3.09,21,365
14732433,Private Beachfront Villa with Pool,72483617,Gecko Vacation,Stann Creek,Stann Creek Mainland,16.58347,-88.36514,Entire home/apt,1610,6,1,1/25/2020,0.08,9,1
14768762,Villa Cayo#4 Affordable Luxury-A/C-Internet-Movies,37610562,Virginia,Cayo,Cayo,17.14522,-89.04981,Entire home/apt,252,3,48,2/10/2020,0.89,4,1
14786907,"Gold Standard, Pool, Quiet, Full House, Sleeps 6",63361071,Wooden Mongoose,Stann Creek,Stann Creek Mainland,16.58307,-88.36439,Entire home/apt,197,2,39,12/20/2019,0.79,2,351
14790146,Riverside Home near San Ignacio. Room #2,92366468,Mel,Cayo,Cayo,17.1673,-89.06519,Private room,60,1,1,10/8/2016,0.02,2,0
14827736,"BAYSHORE Bijou Suites - ""JADE Suite""",23621424,Wildmans,Stann Creek,Stann Creek Mainland,16.61406,-88.35542,Hotel room,186,2,28,12/31/2020,0.55,4,102
14828140,"BAYSHORE Bijou Suites - ""CRYSTAL Suite""",23621424,Wildmans,Stann Creek,Stann Creek Mainland,16.61596,-88.35646,Hotel room,194,2,26,12/31/2020,0.51,4,123
14865676,Paradise - 2 Spacious Casitas on Beach Resort,93123112,Royal Caribbean,Belize,Belize Islands,17.92037,-87.96075,Private room,302,1,22,1/24/2020,0.41,12,365
14869902,Brisas Del Mar,93171205,David,Belize,Belize Islands,17.73966,-88.02528,Entire home/apt,179,2,3,2/23/2017,0.06,1,179
14913319,"Hotel on the Beach, not all rooms offer beach view",93683449,Ricardo,Belize,Belize Islands,17.93085,-87.95864,Private room,101,1,57,1/29/2020,1.11,4,364
14919023,Riverside Home near San Ignacio.  room #1,92366468,Mel,Cayo,Cayo,17.16599,-89.06599,Private room,50,1,3,4/24/2019,0.08,2,0
14929831,Ocean Front Luxury 2 bed/bath Condo - Unit 501,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93454,-87.95304,Hotel room,538,3,8,2/29/2020,0.2,18,126
14930054,Luxury Oceanfront 2 Bed/ 2 Bath Condo- Unit 502,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93454,-87.95304,Hotel room,705,3,1,2/18/2018,0.03,18,209
14980470,Secluded Beach Vacations in Belize~Bamboo Bungalow,4588102,Taunya,Belize,Belize Mainland,17.18554,-88.30427,Private room,339,2,13,3/1/2020,0.25,3,328
14991005,Cabana,46078298,Paul,Belize,Belize Islands,18.03651,-87.89935,Entire home/apt,252,2,3,7/17/2018,0.06,1,365
15023282,"Exotic High End Unique Off-The-Grid Treehouse, steps away from the Mopan River!",21223928,Catherine,Cayo,Cayo,17.16834,-89.11227,Entire home/apt,662,1,69,1/25/2020,1.35,1,305
15040115,"Oceanfront cabana w/ private beach, amazing sea view, hammock, partial AC & WiFi",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.93696,-88.22957,Entire home/apt,105,2,23,2/12/2020,0.49,204,359
15040296,"Secluded seaside cabana w/beach access, ocean view, a hammock, WiFi & partial AC",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.9369,-88.22763,Entire home/apt,105,2,31,2/28/2020,0.64,204,364
15054885,"San Pedro, Belize",57856254,Joe,Belize,Belize Islands,17.90994,-87.97137,Entire home/apt,292,3,5,12/30/2018,0.1,1,270
15112496,Kitty's Place Beachouse,95742038,Maija,Stann Creek,Stann Creek Mainland,16.53504,-88.35961,Entire home/apt,443,5,1,5/22/2017,0.02,1,365
15200512,Villa #3,8003973,Corrina,Belize,Belize Islands,17.92186,-87.96143,Entire home/apt,1409,2,6,2/22/2021,0.23,13,357
15236762,Beachfront- Remote Work/Chill/Escape to Paradise,96865934,Rita & Steve,Stann Creek,Stann Creek Mainland,16.8307,-88.26743,Entire home/apt,300,1,57,12/12/2020,1.22,3,338
15252509,Tranquility In Quiet Waterfront Gated Community,139738307,LaTayna,Corozal,Corozal,18.46814,-88.40073,Entire home/apt,191,3,3,2/27/2020,0.23,1,365
15398491,Hotel With ocean front view,93683449,Ricardo,Belize,Belize Islands,17.93085,-87.9563,Private room,151,1,53,3/9/2020,1.01,4,179
15445653,Romantic Beach Resort Casita,93123112,Royal Caribbean,Belize,Belize Islands,17.898,-87.97595,Private room,151,1,51,2/11/2020,0.97,12,364
15562589,"Hidden Haven - Cabana 1: Hibiscus, dorm",100219117,Elaine,Cayo,Cayo,17.21746,-88.93131,Shared room,30,1,23,10/12/2020,0.5,4,180
15563954,Hidden Haven - Cabana 2: Heliconia,100219117,Elaine,Cayo,Cayo,17.21797,-88.93123,Entire home/apt,101,2,14,1/2/2020,0.29,4,189
15610730,Casa del Rai..Perfect Location with Roof top Pool,38766913,Aileen,Belize,Belize Islands,17.92544,-87.95925,Entire home/apt,333,3,83,2/22/2021,1.57,5,348
15624534,Self Service Apartment,84937380,Marta,Cayo,Cayo,17.2506,-88.76113,Entire home/apt,120,1,7,3/15/2019,0.14,7,357
15624608,Triple Up Room,84937380,Marta,Cayo,Cayo,17.24924,-88.76167,Private room,111,1,5,9/1/2018,0.1,7,349
15624741,Beach Theme Self Service Apartment,84937380,Marta,Cayo,Cayo,17.24963,-88.76172,Private room,98,1,15,9/1/2018,0.31,7,301
15632335,Beach Front Accomodation,93683449,Ricardo,Belize,Belize Islands,17.92921,-87.95873,Private room,151,1,45,6/17/2019,0.85,4,365
15641553,"Casa del Rai, Perfect location with Rooftop Pool!!",38766913,Aileen,Belize,Belize Islands,17.92515,-87.95843,Entire home/apt,287,2,54,1/7/2020,1.03,5,1
15658708,Private Room,93683449,Ricardo,Belize,Belize Islands,17.929,-87.95674,Private room,101,1,40,5/17/2019,0.77,4,365
15677273,Beachside Cottage - Beach Front,36212095,Amiela,Belize,Belize Islands,17.76116,-88.02775,Entire home/apt,280,2,18,2/19/2020,0.4,14,344
15759379,Cohune Palms River Cabanas: The Iguana Cabana,57260493,Bevin,Cayo,Cayo,17.17208,-89.10904,Hotel room,138,1,19,1/26/2020,0.6,4,0
15768516,Canuck Cottages-Front View Apartment,36212095,Amiela,Belize,Belize Islands,17.73828,-88.02667,Entire home/apt,220,2,1,1/10/2017,0.02,14,219
15785069,Weezie's King Oceanfront Suite,6334784,Tom,Belize,Belize Islands,17.73635,-88.0267,Hotel room,482,1,5,1/11/2021,0.13,11,131
15796892,"Two-story condo w/ ocean views, shared pool, AC & free WiFi - walk to the beach!",76414486,Vacasa Belize,Belize,Belize Islands,17.9057,-87.97567,Entire home/apt,470,2,29,2/4/2020,0.57,204,364
15798030,"Beachfront,balcony +sea view+kayaks,Double room-AR",87759528,Nooreen,Belize,Belize Islands,17.73681,-88.02705,Private room,161,2,14,2/15/2020,0.29,17,363
15798658,"Lakefront condo w/ private grill, WiFi, AC & shared pool - near beach access!",76414486,Vacasa Belize,Belize,Belize Islands,17.90696,-87.9752,Entire home/apt,302,2,20,3/19/2020,0.41,204,363
15798783,"Sea View, kayaks, beach front, Double room- AR",12050173,Jinnah,Belize,Belize Islands,17.73667,-88.02528,Private room,175,3,16,1/8/2020,0.32,21,363
15817045,Colibri House Oceanfront Studio,99941180,Nicoletta,Stann Creek,Stann Creek Mainland,16.52099,-88.36818,Entire home/apt,172,3,33,3/8/2020,0.68,1,86
15827038,"Garden Of Eden, Hopkins Belize",75209663,Jeff,Stann Creek,Stann Creek Mainland,16.81916,-88.26473,Entire home/apt,796,3,3,2/10/2020,0.08,1,174
15827699,"Lakefront condo w/ shared pool, great lake views, WiFi & AC - near beach access!",76414486,Vacasa Belize,Belize,Belize Islands,17.90551,-87.97507,Entire home/apt,288,2,23,12/31/2019,0.47,204,364
15831858,King room that meets your budget.,74235812,Matthew,Cayo,Cayo,17.16127,-89.07049,Private room,81,1,86,3/5/2020,1.67,6,364
15834612,"Near beach, Low price, Modern, 'standard room'- CT",87759528,Nooreen,Belize,Belize Islands,17.74178,-88.02477,Private room,153,3,4,1/14/2019,0.08,17,363
15844090,"B&B Green Valley, Cozy place with AC near ATM",72943280,Marcela,Cayo,Cayo,17.2173,-88.93147,Hotel room,91,1,24,3/10/2020,0.48,9,365
15845226,600 sq ft Cassita with pool!,102641960,Laura,Toledo,Toledo Mainland,16.09445,-88.81773,Entire home/apt,191,1,48,3/25/2020,0.98,2,362
15845391,"B&B Green Valley (pool, AC)near tourism highlights",72943280,Marcela,Cayo,Cayo,17.21766,-88.93073,Hotel room,91,1,17,2/17/2020,0.35,9,365
15850992,Beach Vacation Rental - Cocoplum Apt AJ Palms,102699419,Tricia,Stann Creek,Stann Creek Mainland,16.86896,-88.28681,Entire home/apt,367,3,20,3/17/2020,0.39,5,87
15851558,La Vida Perazosa 1st floor luxury 2 bedroom,604999,Bobbi,Belize,Belize Islands,17.74522,-88.02509,Entire home/apt,580,2,44,3/3/2020,0.87,22,331
15852773,900 sq ft Cassita with pool!,102641960,Laura,Toledo,Toledo Mainland,16.09441,-88.81773,Entire home/apt,252,1,19,1/16/2021,0.69,2,1
15857105,Beach Vacation Rental - Almond Apt AJ Palms,102699419,Tricia,Stann Creek,Stann Creek Mainland,16.85348,-88.2794,Entire home/apt,216,3,36,3/2/2020,0.71,5,75
15901004,"Sail Belize on Nera, a 50ft Lagoon Catamaran",6101757,Clifford,Belize,Belize Mainland,17.47135,-88.24822,Entire home/apt,3126,4,0,,,9,0
15919099,"Sail Belize on Luna Sea, a 46 ft Leopard Catamaran",6101757,Clifford,Belize,Belize Mainland,17.47172,-88.24778,Entire home/apt,2903,4,0,,,9,363
15925391,"Sail Belize on Sand Star, a 50ft Lagoon Catamaran",6101757,Clifford,Belize,Belize Mainland,17.47191,-88.24977,Entire home/apt,3677,4,0,,,9,362
15938784,Coral Queen Suite-Ocean Front-Perfect Location 26,71120105,Mike,Belize,Belize Islands,17.93538,-87.95219,Entire home/apt,262,2,19,2/3/2021,0.39,6,293
15956188,Ocean View Queen Suite #5 - The Palapa House,58699516,Ron,Belize,Belize Islands,17.92337,-87.95959,Private room,256,3,6,3/10/2020,0.14,8,335
15991808,"Sail Belize on Palometa, a 47 ft Leopard Catamaran",6101757,Clifford,Belize,Belize Mainland,17.47113,-88.24934,Entire home/apt,2689,4,0,,,9,363
16017428,Villa Hummingbird - Jungle Retreat,54254514,Marisa,Toledo,Toledo Mainland,16.09857,-88.81048,Entire home/apt,183,2,2,12/20/2019,0.05,4,1
16038057,Ocean View King Suite #2 -The Palapa House,58699516,Ron,Belize,Belize Islands,17.9247,-87.96002,Private room,280,3,7,5/20/2019,0.16,8,337
16058540,"Cozy & affordable 'cottage', Central location- MB",87759528,Nooreen,Cayo,Cayo,17.16573,-89.06909,Private room,177,3,10,7/13/2019,0.21,17,363
16059902,Sunset Pointe #1,104600479,Tammy,Stann Creek,Stann Creek Mainland,16.51076,-88.37026,Entire home/apt,504,3,15,1/2/2020,0.3,1,327
16070106,Ocean View Queen Suite #4 - The Palapa House,58699516,Ron,Belize,Belize Islands,17.92413,-87.96033,Private room,256,3,3,3/17/2018,0.08,8,338
16070938,Ocean View Queen Suite #8 - The Palapa House,58699516,Ron,Belize,Belize Islands,17.92358,-87.96027,Private room,256,3,25,3/7/2020,0.56,8,343
16104278,"Modern new complex, 'Garden one bedroom suite'- GB",104924514,Jenna,Belize,Belize Islands,17.91176,-87.97222,Private room,232,2,4,1/31/2020,0.08,24,363
16111714,The Toucan house,76038450,Dan,Stann Creek,Stann Creek Mainland,16.8183,-88.32558,Entire home/apt,151,2,8,3/26/2018,0.16,1,179
16124234,Belmopan Tiny House ATM,61596706,Carren,Cayo,Cayo,17.25448,-88.75335,Entire home/apt,40,2,14,2/23/2020,0.27,4,364
16124700,Prime Beach Front Lower Condo - Colinda Cabanas 1B,857431,Colinda,Belize,Belize Islands,17.73762,-88.0259,Entire home/apt,330,1,2,3/16/2019,0.06,14,324
16135510,Sea House Apartment #1 (Upper Unit),98715841,Alan,Stann Creek,Stann Creek Mainland,16.51286,-88.36852,Entire home/apt,111,3,4,3/17/2020,0.08,5,207
16135945,Cozy Guest house just minutes away from Town.,105268516,Kristopher,Cayo,Cayo,17.1303,-89.09105,Entire home/apt,99,1,2,3/5/2020,0.07,1,179
16144415,Friends'  Modern Jungle Loft,105345185,Ydahlia,Cayo,Cayo,17.09871,-88.95055,Private room,161,1,7,2/8/2019,0.14,4,179
16155565,Yoli's Bed & Breakfast - Room #2: 4 guests max,27371674,Yolanda,Cayo,Cayo,17.24296,-88.77537,Private room,201,1,4,11/12/2019,0.08,6,1
16156108,Yoli's Bed & Breakfast - Room #3: 2 guests max,27371674,Yolanda,Cayo,Cayo,17.2439,-88.77329,Private room,171,1,5,10/13/2018,0.14,6,364
16177024,Seaside Villas Unit 3,604999,Bobbi,Belize,Belize Islands,17.74289,-88.02387,Entire home/apt,374,2,32,6/21/2020,0.65,22,336
16179465,"GOLD STANDARD, Hotel of the Year/HGTV, Adults Only",210934594,Pur,Stann Creek,Stann Creek Mainland,16.52319,-88.36854,Hotel room,287,1,8,4/21/2018,0.17,10,239
16205961,Tiny House Victoria Peak,61596706,Carren,Cayo,Cayo,17.25895,-88.7548,Entire home/apt,58,2,4,2/4/2020,0.08,4,365
16207207,"Private room with AC, wifi, bathroom Belize City",31689509,Angela,Belize,Belize Mainland,17.50861,-88.19579,Private room,91,1,88,3/2/2020,1.74,1,56
16214488,home away from home,9315171,Julia,Belize,Belize Mainland,17.51402,-88.22062,Shared room,36,1,33,1/5/2019,0.65,10,365
16230398,Soothing Sea Mini Apartment,84937380,Marta,Cayo,Cayo,17.2491,-88.76086,Private room,76,1,9,1/1/2019,0.19,7,270
16239391,BEACHFRONT 1 BEDROOM CONDO. FULLY FURNISHED W/POOL,15308338,Alexandra,Belize,Belize Islands,17.93077,-87.95548,Entire home/apt,353,4,6,2/24/2018,0.15,4,270
16254205,Fun in the Sun - Casita with 3 Beds - Beach Resort,93123112,Royal Caribbean,Belize,Belize Islands,17.89791,-87.97639,Private room,141,1,11,2/2/2020,0.25,12,365
16257426,Caye Caulker Beach Hotel best view around!,70870881,Jeffrey,Belize,Belize Islands,17.74535,-88.02269,Hotel room,127,1,111,3/21/2020,2.16,3,180
16258367,Beach front Double-Double!!,70870881,Jeffrey,Belize,Belize Islands,17.74481,-88.02328,Hotel room,189,1,40,2/26/2020,0.78,3,180
16281482,Seaview Deluxe Casita - Right on the Beach!,93123112,Royal Caribbean,Belize,Belize Islands,17.89949,-87.97553,Private room,401,1,2,4/1/2018,0.04,12,364
16285123,"Caye Caulker Beach Hotel, Best view around!",70870881,Jeffrey,Belize,Belize Islands,17.7446,-88.02441,Hotel room,127,1,81,3/16/2020,1.59,3,179
16285436,Sea House Apartment #2 (Upper Unit),98715841,Alan,Stann Creek,Stann Creek Mainland,16.51286,-88.36852,Entire home/apt,111,3,12,3/19/2020,0.27,5,323
