,Beat,CAD-Address,CAD-Street,CADAddress,CADStreet,Coded Month,CodedMonth,Complaint,Count,Crime,Date Crime Coded,Date Occur,DateOccur,Description,District,Flag Cleanup,Flag-Administrative,Flag-Crime,Flag-Unfounded,FlagAdministrative,FlagCleanup,FlagCrime,FlagUnfounded,ILEADS-Address,ILEADS-Street,ILEADSAddress,ILEADSStreet,ILeads Add,ILeads Approve,ILeads Asg,ILeads Type,Location Comment,Location Name,LocationComment,LocationName,Neighborhood,X-Coord,XCoord,Y-Coord,YCoord,lon,lat
227,,,,3881,UTAH,,2019-06,19-027878,1,69602,,,05/16/2019 10:17,"LARCENY-ALL OTHER $500 - $24,999",2,,,,, , ,Y, ,,,3881,UTAH PL,,,,,,, , ,15,,891589.0,,1006722.0,-90.22807450559256,38.602813728965245
228,,,,4050,WEST PINE,,2019-06,19-023743,1,142320,,,05/16/2019 13:25,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5,,,,, , ,Y, ,,,4050,WEST PINE BLVD,,,,,,, , ,38,,892888.1,,1021231.0,-90.25944560220644,38.668457683627906
229,,,,3655,OLIVE,,2019-06,19-027720,1,142320,,,05/16/2019 17:30,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4,,,,, , ,Y, ,,,0,OLIVE ST / N SPRING AVE,,,,,,, , ,77,,895839.1,,1021853.0,-90.20770496011565,38.631978509493706
230,,,,3453,POTOMAC,,2019-06,19-029074,1,266999,,,05/17/2019 00:15,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,3453,POTOMAC ST,,,,,,, , ,19,,894091.8,,1005120.0,-90.30563091716036,38.584746187293774
231,,,,4143,MIAMI,,2019-06,19-025671,1,101000,,,05/17/2019 10:00,FORGERY,2,,,,, , ,Y, ,,,4143,MIAMI ST,,,,,,, , ,15,,889298.3,,1005105.0,-90.24286765667848,38.587467179321216
232,,,,5014,ALABAMA,,2019-06,19-025007,1,69702,,,05/17/2019 12:15,LARCENY-ALL OTHER UNDER $500,1,,,,, , ,Y, ,,,5014,ALABAMA AVE,,,,,,, , ,16,,892983.7,,996355.6,-90.27432001052627,38.658091330124215
233,,,,607,BATES,,2019-06,19-023833,1,264100,,,05/17/2019 12:33,HEALTH-SANITATION VIOL,1,,,,, , ,Y, ,,,607,BATES ST,,,,,,,ALLEY, ,1,,892204.3,,994881.4,-90.20205574008577,38.64198135564096
234,,,, , ,,2019-06,19-022654,1,67601,,,05/17/2019 14:00,"LARCENY-FROM BUILDING $500 - $24,999",5,,,,, , ,Y, ,,,5000,CABANNE AVE,,,,,,, , ,51,,887847.9,,1027750.0,-90.20205574008577,38.64198135564096
235,,,,4729,DR MARTIN LUTHER KING,,2019-06,19-023799,1,117000,,,05/17/2019 15:30,FAILURE TO RETURN BORROWED/RENTED VEHICL,5,,,,, , ,Y, ,,,4729,DR MARTIN LUTHER KING DR,,,,,,, ,DR KING AUTO SALES,54,,889925.5,,1029678.0,-90.27056632092152,38.685164108328934
236,,,,4813,20TH,,2019-06,19-025720,1,64601,,,05/17/2019 16:00,"LARCENY-FROM MTR VEH $500 - $24,999",6,,,,, , ,Y, ,,,4813,N 20TH ST,,,,,,, , ,66,,902860.4,,1033774.0,-93.26566300558045,35.8015057543744
237,,,,3950,PARKER,,2019-06,19-023887,1,92000,,,05/17/2019 17:11,SIMPLE ASSAULT-HARRASSMENT,2,,,,, , ,Y, ,,,3950,PARKER AVE,,,,,,, , ,15,,890918.6,,1005944.0,-90.29281360676714,38.649868594100944
238,,,,4500,MCMILLAN,,2019-06,19-022745,1,179210,,,05/17/2019 18:00,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,5,,,,, , ,Y, ,,,4500,MCMILLAN AVE,,,,,,, , ,54,,0.0,,0.0,-90.20972251304151,38.66198534633175
239,,,,3823,SULLIVAN,,2019-06,19-022734,1,130000,,,05/17/2019 19:50,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4,,,,, , ,Y, ,,,3823,SULLIVAN AVE,,,,,,, , ,59,,899271.1,,1029418.0,-90.23880349773312,38.63550094117222
240,,,,2747,GOODFELLOW,,2019-06,19-022797,1,69702,,,05/17/2019 21:00,LARCENY-ALL OTHER UNDER $500,5,,,,, , , , ,,,2747,GOODFELLOW,,,,,,, , ,50,,0.0,,0.0,-90.26251030239251,38.65679110268035
241,,,,2747,GOODFELLOW,,2019-06,19-022797,-1,142320,,,05/17/2019 21:00,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5,,,,, , , , ,,,2747,GOODFELLOW,,,,,,, , ,50,,0.0,,0.0,-90.24085959142347,38.69477308746704
242,,,,3220,MOUNT PLEASANT,,2019-06,19-022811,1,43015,,,05/18/2019 03:00,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1,,,,, , ,Y, ,,,3220,MOUNT PLEASANT ST,,,,,,,APT 2F, ,16,,893922.4,,997615.4,-90.26803876508679,38.553972241609344
243,,,,3525,MORGANFORD,,2019-06,19-025638,1,266999,,,05/18/2019 04:11,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2,,,,, , ,Y, ,,,3525,MORGANFORD RD,,,,,,, , ,15,,887925.1,,1005270.0,-90.21994990805277,38.59333208119016
244,,,,1325,GRAND,,2019-06,19-022793,1,43015,,,05/18/2019 04:30,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,3,,,,, , ,Y, ,,,1228,DILLON DR,,,,,,, , ,33,,903907.9,,1013842.0,-90.27516766868249,38.68401702258338
245,,,,2000,RUSSELL,,2019-06,19-023246,1,21000,,,05/18/2019 05:30,RAPE -- FORCIBLE,3,,,,, , ,Y, ,,,2000,RUSSELL AVE,,,,,,, , ,23,,0.0,,0.0,-90.24416055395443,38.647029143802264
246,,,,4339,FRIEDA,,2019-06,19-025364,1,142320,,,05/18/2019 08:00,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,,,,, , ,Y, ,,,4339,FRIEDA AVE,,,,,,, , ,5,,886073.2,,999623.8,-90.20600554792578,38.61735771737752
247,,,,4556,ADELAIDE,,2019-06,19-022791,1,266510,,,05/18/2019 08:01,PUBLIC ORDER-TRESPASSING,6,,,,, , ,Y, ,,,4556,ADELAIDE AVE,,,,,,,REAR, ,68,,899965.7,,1034483.0,-90.258614836535,38.62701741147162
248,,,,4345,MARYLAND,,2019-06,19-022876,-1,64701,,,05/18/2019 08:07,LARCENY-FROM MTR VEH UNDER $500,5,,,,, , , , ,,,4345,MARYLAND,,,,,,, , ,38,,0.0,,0.0,-90.2394022709066,38.67673756695181
249,,,,3235,IVANHOE,,2019-06,19-023525,1,51130,,,05/18/2019 10:20,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,2,,,,, , ,Y, ,,,3235,IVANHOE AVE,,,,,,, , ,9,,876172.8,,1009129.0,-90.23762915391542,38.580379262999834
250,,,,8971,HALLS FERRY,,2019-06,19-028817,1,63701,,,05/18/2019 11:00,LARCENY-SHOPLIFT UNDER $500,6,,,,, , ,Y, ,,,8971,HALLS FERRY RD,,,,,,, ,KINGS BEAUTY,74,,894664.5,,1051378.0,-93.26566300558045,35.8015057543744
251,,,,5228,MINERVA,,2019-06,19-028890,1,51112,,,05/19/2019 12:00,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5,,,,, , ,Y, ,,,5228,MINERVA AVE,,,,,,, , ,51,,885989.0,,1029828.0,-90.23582873325996,38.59801237696558
252,,,,900,JEFFERSON,,2019-06,19-023235,1,21000,,,05/19/2019 17:00,RAPE -- FORCIBLE,0,,,,, , ,Y, ,,,0,UNKNOWN,,,,,,, , ,0,,0.0,,0.0,-90.23582873325996,38.59801237696558
253,,,,2924,PENNSYLVANIA,,2019-06,19-023025,1,67601,,,05/19/2019 17:25,"LARCENY-FROM BUILDING $500 - $24,999",3,,,,, , ,Y, ,,,2923,PENNSYLVANIA AVE,,,,,,, , ,25,,896782.2,,1008366.0,-93.26566300558045,35.8015057543744
254,,,,5635,GOODFELLOW,,2019-06,19-029135,1,69702,,,05/20/2019 06:00,LARCENY-ALL OTHER UNDER $500,6,,,,, , ,Y, ,,,5635,GOODFELLOW BLVD,,,,,,, , ,76,,889489.6,,1047688.0,-90.22948572438095,38.59537002758856
255,,,, , ,,2019-06,19-026155,1,64701,,,05/20/2019 08:30,LARCENY-FROM MTR VEH UNDER $500,4,,,,, , ,Y, ,,,915,N GRAND BLVD,,,,,,, ,VETERANS HOSPITAL,77,,896874.3,,1022933.0,-90.26640034995664,38.66646452471369
256,,,,4711,PAGE,,2019-06,19-023120,1,91114,,,05/20/2019 09:00,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5,,,,, , ,Y, ,,,4711,PAGE BLVD,,,,,,, , ,54,,890091.6,,1028716.0,-90.22176362782108,38.61963417647383
257,,,,4203,LEXINGTON,,2019-06,19-027005,1,112020,,,05/20/2019 12:00,FRAUD-CREDIT DEVICE/UNDER $150,6,,,,, , ,Y, ,,,4203,E LEXINGTON AVE,,,,,,, , ,56,,896972.8,,1031465.0,-90.25205594753186,38.63932188779822
258,,,,8110,BROADWAY,,2019-06,19-025906,1,117000,,,05/20/2019 15:00,FAILURE TO RETURN BORROWED/RENTED VEHICL,6,,,,, , ,Y, ,,,8110,N BROADWAY,,,,,,, , ,74,,897242.8,,1047765.0,-90.23313531821175,38.579817168945645
259,,,,4111,DRESSELL,,2019-06,19-026289,1,51312,,,05/20/2019 15:00,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6,,,,, , ,Y, ,,,4114,DRESSELL AVE,,,,,,,VACANT RESIDENT, ,70,,885438.0,,1040373.0,-90.25023094884615,38.59477908274
260,,,,4200,PENROSE,,2019-06,19-026485,1,179220,,,05/20/2019 16:00,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,6,,,,, , ,Y, ,,,4200,E PENROSE ST,,,,,,, , ,68,,0.0,,0.0,-90.27119380415624,38.688452173178206
261,,,,1807,BENTON,,2019-06,19-029034,1,51112,,,05/20/2019 17:00,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4,,,,, , ,Y, ,,,1807,BENTON ST,,,,,,, , ,60,,905720.1,,1024930.0,-90.19277204945533,38.66277680836898
262,,,,5223,VIRGINIA,,2019-06,19-029426,1,69602,,,05/20/2019 20:00,"LARCENY-ALL OTHER $500 - $24,999",1,,,,, , ,Y, ,,,5223,VIRGINIA AVE,,,,,,, , ,1,,892958.7,,995537.0,-90.20770496011565,38.631978509493706
263,,,,919,JEFFERSON,,2019-06,19-023260,-1,31111,,,05/21/2019 03:29,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4,,,,, , , , ,,, , ,,,,,,, , ,59,,0.0,,0.0,-90.25857334167263,38.542019441216944
264,,,,400,KINGSHIGHWAY,,2019-06,19-023373,1,43025,,,05/21/2019 12:00,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,6,,,,, , ,Y, ,,,4283,ASHLAND AVE,,,,,,, , ,56,,896296.9,,1031477.0,-90.26235631017886,38.67403506729457
265,,,,919,JEFFERSON,,2019-06,19-023393,1,41011,,,05/21/2019 18:01,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2,,,,, , ,Y, ,,,1465,S GRAND BLVD,,,,,,,CARDINAL GLENNON HOSPITAL, ,29,,894852.6,,1015265.0,-90.28779574381672,38.58919109575483
266,,,, , ,,2019-06,19-024900,1,21000,,,05/21/2019 18:30,RAPE -- FORCIBLE,1,,,,, , ,Y, ,,,4100,BATES ST,,,,,,, , ,5,,0.0,,0.0,-90.2204776147364,38.61234617179854
267,,,,919,JEFFERSON,,2019-06,19-025704,1,112020,,,05/22/2019 00:01,FRAUD-CREDIT DEVICE/UNDER $150,4,,,,, , ,Y, ,,,919,N JEFFERSON AVE,,,,,,,@CENTRAL PATROL DIVISION, ,59,,902219.7,,1021301.0,-90.26928786195899,38.58186834598524
268,,,,5839,RIDGE,,2019-06,19-023543,1,64601,,,05/22/2019 01:30,"LARCENY-FROM MTR VEH $500 - $24,999",5,,,,, , ,Y, ,,,5839,RIDGE AVE,,,,,,, , ,78,,882353.4,,1033006.0,-90.20770496011565,38.631978509493706
269,,,,4124,1ST,,2019-06,19-023566,1,72130,,,05/22/2019 02:00,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,4,,,,, , ,Y, ,,,4124,N 1ST ST,,,,,,, , ,64,,906815.7,,1032520.0,-93.26566300558045,35.8015057543744
270,,,,1020,LOUGHBOROUGH,,2019-06,19-027824,1,266999,,,05/22/2019 10:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,,,,, , ,Y, ,,,1020,LOUGHBOROUGH AVE,,,,,,, ,SCHNUCKS,1,,888369.9,,991903.0,-93.26566300558045,35.8015057543744
271,,,, , ,,2019-06,19-027251,1,142320,,,05/22/2019 12:00,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4,,,,, , ,Y, ,,,0,N 23RD ST / WASHINGTON AVE,,,,,,, , ,36,,902429.7,,1020203.0,-90.26806228142802,38.58114648654746
272,,,, , ,,2019-06,19-027282,1,63701,,,05/22/2019 14:00,LARCENY-SHOPLIFT UNDER $500,3,,,,, , ,Y, ,,,1500,LAFAYETTE AVE,,,,,,,FIELDS FOODS, ,33,,903565.4,,1012169.0,-90.2061401648008,38.61567480397755
273,,,,3224,OREGON,,2019-06,19-023591,1,41014,,,05/22/2019 15:30,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,3,,,,, , ,Y, ,,,3224,OREGON AVE,,,,,,, , ,30,,897301.8,,1006242.0,-93.26566300558045,35.8015057543744
274,,,,3915,OLIVE,,2019-06,19-028482,1,67701,,,05/22/2019 17:40,LARCENY-FROM BUILDING UNDER $500,5,,,,, , ,Y, ,,,3915,OLIVE ST,,,,,,, , ,38,,894624.9,,1022655.0,-90.23135209729324,38.58597223608397
275,,,,3930,LINCOLN,,2019-06,19-023767,1,67701,,,05/22/2019 21:30,LARCENY-FROM BUILDING UNDER $500,5,,,,, , ,Y, ,,,3930,LINCOLN AVE,,,,,,, , ,56,,897475.4,,1027893.0,-90.23135209729324,38.58597223608397
276,,,,3517,PESTALOZZI,,2019-06,19-023802,1,67701,,,05/23/2019 02:30,LARCENY-FROM BUILDING UNDER $500,3,,,,, , ,Y, ,,,3517,PESTALOZZI ST,,,,,,, , ,25,,894433.6,,1009067.0,-93.26566300558045,35.8015057543744
277,,,,5601,THOLOZAN,,2019-06,19-024491,1,67701,,,05/23/2019 04:00,LARCENY-FROM BUILDING UNDER $500,2,,,,, , ,Y, ,,,5601,THOLOZAN AVE,,,,,,, , ,14,,881501.4,,1005684.0,-93.26566300558045,35.8015057543744
278,,,,3121,BRANTNER,,2019-06,19-031630,1,266999,,,05/23/2019 06:20,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,3121,BRANTNER PL,,,,,,,NUISANCE ABATEMENT PROPERTY, ,59,,899255.6,,1024049.0,-90.24797405073491,38.70265560468814
279,,,,3009,OSAGE,,2019-06,19-026583,1,51322,,,05/23/2019 07:00,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3,,,,, , ,Y, ,,,3009,OSAGE ST,,,,,,, , ,16,,895662.9,,1001538.0,-90.22934360656467,38.66168366224854
280,,,,2604,ST FAIR,,2019-06,19-023703,1,182400,,,05/23/2019 07:00,DRUGS-POSSESSION/MARIJUANA,0,,,,, , ,Y, ,,,2604,STATE FAIR DR,,,,,,,ST LOUIS COUNTY, ,0,,0.0,,0.0,-90.29807885313633,38.60322730190973
281,,,,114,TAYLOR,,2019-06,19-023735,1,182999,,,05/23/2019 11:02,DRUGS-POSSESSION/OTHR UNSPEC DRUG,5,,,,, , ,Y, ,,,114,N TAYLOR AVE,,,,,,, , ,38,,889341.3,,1022535.0,-90.21685372801163,38.66036901288639
282,,,,1704,PRESERVATION,,2019-06,19-031635,1,266999,,,05/23/2019 12:40,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,1704,PRESERVATION PL,,,,,,,NUISANCE ABATMENT PROPERTY, ,61,,906189.8,,1022184.0,-90.25791669659218,38.65568057731633
283,,,,1100,HORNSBY,,2019-06,19-023765,1,21000,,,05/23/2019 13:35,RAPE -- FORCIBLE,6,,,,, , ,Y, ,,,1100,HORNSBY AVE,,,,,,, , ,74,,0.0,,0.0,-90.23252834138034,38.59142836420272
284,,,,5309,GERALDINE,,2019-06,19-029980,1,264100,,,05/23/2019 15:28,HEALTH-SANITATION VIOL,6,,,,, , ,Y, ,,,5309,GERALDINE AVE,,,,,,, , ,71,,893313.0,,1040767.0,-90.29199303010556,38.60387841318642
285,,,,1,MEMORIAL,,2019-06,19-030432,1,95100,,,05/23/2019 16:16,"STALKING (HARASSMENT ONLY, NO THREAT)",4,,,,, , ,Y, ,,,1,S MEMORIAL DR,,,,,,, , ,35,,909287.8,,1016389.0,-90.20161166288419,38.641757804974226
286,,,, , ,,2019-06,19-023825,1,41011,,,05/23/2019 17:02,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3,,,,, , ,Y, ,,,0,CALIFORNIA AVE / OSAGE ST,,,,,,, , ,16,,896848.3,,1001374.0,-90.24027986866788,38.58539926445519
287,,,, , ,,2019-06,19-023825,1,41011,,,05/23/2019 17:02,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3,,,,, , ,Y, ,,,0,CALIFORNIA AVE / OSAGE ST,,,,,,, , ,16,,896848.3,,1001374.0,-90.24067844584776,38.71990026435176
288,,,,4103,UTAH,,2019-06,19-025714,1,69702,,,05/23/2019 18:00,LARCENY-ALL OTHER UNDER $500,2,,,,, , ,Y, ,,,4103,UTAH ST,,,,,,, , ,15,,889920.5,,1006929.0,-90.23152279937392,38.70992853260467
289,,,,1712,BIDDLE,,2019-06,19-026196,1,142320,,,05/23/2019 20:00,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4,,,,, , ,Y, ,,,1712,BIDDLE ST,,,,,,, , ,61,,905660.9,,1021532.0,-90.22902980921293,38.724931751279584
290,,,,5941,LILLIAN,,2019-06,19-027757,1,69602,,,05/23/2019 20:00,"LARCENY-ALL OTHER $500 - $24,999",6,,,,, , ,Y, ,,,5941,LILLIAN AVE,,,,,,, ,GREATER FELLOWSHIP BAPTIST CHURCH,76,,888643.3,,1043956.0,-90.28374058348501,38.67712451017648
291,,,,2918,CALIFORNIA,,2019-06,19-029085,1,266999,,,05/23/2019 23:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3,,,,, , ,Y, ,,,2918,CALIFORNIA AVE,,,,,,, , ,30,,897914.0,,1007991.0,-90.30125075105094,38.627797813255334
292,,,,5946,NORTH POINTE,,2019-06,19-025649,1,142320,,,05/24/2019 00:01,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6,,,,, , ,Y, ,,,5946,NORTH POINTE BLVD,,,,,,, , ,73,,892106.2,,1047637.0,-90.24677792792811,38.5878875956351
293,,,,1400,GRAND,,2019-06,19-031624,1,266999,,,05/24/2019 10:20,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,1400,N GRAND BLVD,,,,,,,NUISANCE ABATEMENT PROPERTY, ,59,,898337.4,,1024456.0,-90.28699768813817,38.6610202723226
294,,,,4900,LACLEDE,,2019-06,19-025685,1,69702,,,05/24/2019 11:00,LARCENY-ALL OTHER UNDER $500,5,,,,, , ,Y, ,,,4900,LACLEDE AVE,,,,,,, , ,38,,888055.6,,1022028.0,-90.24728055788002,38.713113177831964
295,,,,4051,GRAVOIS,,2019-06,19-025405,1,69702,,,05/24/2019 11:00,LARCENY-ALL OTHER UNDER $500,2,,,,, , ,Y, ,,,4051,GRAVOIS AVE,,,,,,, ,MIDWEST AUTO MART,15,,890229.4,,1003817.0,-93.26566300558045,35.8015057543744
296,,,,1921,PRATHER,,2019-06,19-024745,1,67601,,,05/24/2019 11:30,"LARCENY-FROM BUILDING $500 - $24,999",2,,,,, , ,Y, ,,,1921,PRATHER AVE,,,,,,, ,WILKERSON EARLY CHILDHOOD CENTER,43,,875978.8,,1015342.0,-90.2318923120085,38.71683526882199
297,,,,1228,DILLON,,2019-06,19-023971,1,67601,,,05/24/2019 15:00,"LARCENY-FROM BUILDING $500 - $24,999",3,,,,, , ,Y, ,,,1228,DILLON DR,,,,,,, ,PEABODY HOUSING COMPLEX,33,,903907.9,,1013842.0,-93.26566300558045,35.8015057543744
298,,,,5542,37TH,,2019-06,19-028581,1,266999,,,05/24/2019 15:00,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,,,,, , ,Y, ,,,5542,S 37TH ST,,,,,,, , ,3,,890042.1,,996649.9,-90.2184280099183,38.58613956534356
299,,,,3516,ARKANSAS,,2019-06,19-030199,1,142320,,,05/24/2019 15:00,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3,,,,, , ,Y, ,,,3516,ARKANSAS AVE,,,,,,, , ,19,,894066.1,,1004840.0,-90.19882141333852,38.63250516219456
300,,,, , ,,2019-06,19-028051,1,241100,,,05/24/2019 15:00,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4,,,,, , ,Y, ,,,0,N BROADWAY / CHESTNUT ST,,,,,,, , ,35,,908861.5,,1017013.0,-90.23883277129688,38.67122253162271
301,,,,5001,LOUISIANA,,2019-06,19-027262,1,51312,,,05/24/2019 15:57,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1,,,,, , ,Y, ,,,5001,LOUISIANA AVE,,,,,,, , ,16,,891980.9,,997165.8,-90.20161166288419,38.641757804974226
302,,,,400,14TH,,2019-06,19-025221,-1,67701,,,05/24/2019 16:00,LARCENY-FROM BUILDING UNDER $500,4,,,,, , , , ,,,400,14TH,,,,,,, ,RED LION HOTEL,36,,0.0,,0.0,-90.24336603920317,38.60166476458366
303,,,,2723,GRAVOIS,,2019-06,19-023988,1,71013,,,05/24/2019 17:00,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3,,,,, , ,Y, ,,,2723,GRAVOIS AVE,,,,,,, , ,24,,898331.4,,1008736.0,-90.2160685921796,38.674903908350835
304,,,,3639,MONTANA,,2019-06,19-025732,1,51322,,,05/24/2019 17:00,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1,,,,, , ,Y, ,,,3639,MONTANA ST,,,,,,, , ,16,,892774.3,,1001475.0,-90.23721039418452,38.574432805188245
305,,,,201,17TH,,2019-06,19-023998,1,266510,,,05/24/2019 18:45,PUBLIC ORDER-TRESPASSING,4,,,,, , ,Y, ,,,201,N 17TH ST,,,,,,, ,7-11,36,,904517.3,,1018616.0,-90.29602992347704,38.57109732336842
306,,,,1923,PRAIRIE,,2019-06,19-030228,1,266999,,,05/24/2019 21:49,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6,,,,, , ,Y, ,,,1923,E PRAIRIE AVE,,,,,,,NUISANCE ABATEMENT PROPERTY,MIDTOWN SPORTS BAR,66,,902765.3,,1034295.0,-93.26566300558045,35.8015057543744
307,,,,5341,RIVERVIEW,,2019-06,19-026967,1,91113,,,05/24/2019 22:00,SIMPLE ASSAULT-ADULT/NO INJURY,6,,,,, , ,Y, ,,,5341,RIVERVIEW BLVD,,,,,,, , ,76,,890633.7,,1045066.0,-90.26416123003314,38.59113666377746
308,,,,6141,LAGOON,,2019-06,19-024092,1,73413,,,05/24/2019 22:20,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,2,,,,, , ,Y, ,,,6141,LAGOON DR,,,,,,,@PROBSTEIN GOLFCOURSE,PROBSTEIN GOLF COURSE,82,,877458.8,,1023756.0,-90.24796485371365,38.57411540896697
309,,,, , ,,2019-06,19-024054,1,211000,,,05/25/2019 01:05,DUI-DRVING WHILE INTOXICATED,1,,,,, , ,Y, ,,,0,LOUGHBOROUGH AVE / MORGANFORD,,,,,,, , ,4,,883953.9,,994987.9,-90.22574720686063,38.65636195872647
310,,,,5863,DR MARTIN LUTHER KING,,2019-06,19-027238,1,264100,,,05/25/2019 11:00,HEALTH-SANITATION VIOL,5,,,,, , ,Y, ,,,5863,DR MARTIN LUTHER KING DR,,,,,,, , ,50,,882630.9,,1034015.0,-90.24796054603425,38.70450630237295
311,,,,3841,BROADWAY,,2019-06,19-024110,1,264100,,,05/25/2019 11:59,HEALTH-SANITATION VIOL,3,,,,, , ,Y, ,,,3841,S BROADWAY,,,,,,, , ,16,,898073.1,,1001967.0,-90.24224440579164,38.590055228996825
312,,,,2727,DELMAR,,2019-06,19-027269,1,65701,,,05/25/2019 12:00,LARCENY-MTR VEH PARTS UNDER $500,4,,,,, , ,Y, ,,,2727,DELMAR BLVD,,,,,,, , ,59,,901321.9,,1021201.0,-93.26566300558045,35.8015057543744
313,,,,1400,GRAND,,2019-06,19-031620,1,266999,,,05/25/2019 12:50,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4,,,,, , ,Y, ,,,1400,N GRAND BLVD,,,,,,,NUISANCE ABATEMENT PROPERTY,WALGREENS,59,,898337.4,,1024456.0,-90.2522055535439,38.5566495083197
314,,,,3833,NEBRASKA,,2019-06,19-026358,1,264100,,,05/25/2019 13:07,HEALTH-SANITATION VIOL,3,,,,, , ,Y, ,,,3833,NEBRASKA AVE,,,,,,, , ,16,,896152.8,,1002316.0,-90.25147960903256,38.60982670887497
315,,,, , ,,2019-06,19-024136,1,182250,,,05/25/2019 13:20,DRUGS-POSSESSION/COCAINE,5,,,,, , ,Y, ,,,0,BURD AVE / WELLS AVE,,,,,,, , ,78,,884430.3,,1032130.0,-90.24939871682955,38.67899182759669
316,,,,5536,EMERSON,,2019-06,19-024539,-1,117000,,,05/25/2019 17:00,FAILURE TO RETURN BORROWED/RENTED VEHICL,6,,,,, , , , ,,,5536,EMERSON,,,,,,, , ,71,,0.0,,0.0,-90.19051742381176,38.62245539819242
317,,,,2741,LOCUST,,2019-06,19-026331,1,52312,,,05/25/2019 17:00,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4,,,,, , ,Y, ,,,2741,LOCUST ST,,,,,,, , ,37,,900899.4,,1020248.0,-90.28919605341888,38.660996795677725
318,,,,2917,HEBERT,,2019-06,19-024179,1,266510,,,05/25/2019 19:20,PUBLIC ORDER-TRESPASSING,4,,,,, , ,Y, ,,,2917,HEBERT ST,,,,,,, , ,59,,901655.1,,1028612.0,-90.23367425061419,38.72305051520684
319,,,,4465,MANCHESTER,,2019-06,19-025375,1,67701,,,05/25/2019 20:00,LARCENY-FROM BUILDING UNDER $500,2,,,,, , ,Y, ,,,4465,MANCHESTER AVE,,,,,,, ,URBAN CHESTNUT BREWING CO.,39,,888440.3,,1017117.0,-90.22436547220809,38.60284349484249
320,,,,4834,MARGARETTA,,2019-06,19-026099,1,142320,,,05/25/2019 20:15,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6,,,,, , ,Y, ,,,4834,MARGARETTA AVE,,,,,,, , ,69,,892890.4,,1035209.0,-90.25059157873197,38.58661892230381
321,,,,1915,OLIVE,,2019-06,19-025535,1,69702,,,05/26/2019 00:30,LARCENY-ALL OTHER UNDER $500,4,,,,, , ,Y, ,,,1401,CHOUTEAU AVE,,,,,,, , ,36,,904521.8,,1014630.0,-90.19417856449674,38.64185119291311
